Cabernet Sauvignon 2011,"₩280,000",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 58.9159%;', 'width: 15%; left: 5.84461%;', 'width: 15%; left: 56.1837%;']"
GR Reserve Shiraz 2008,"₩171,421",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 41.6786%;', 'width: 15%; left: 20.3599%;', 'width: 15%; left: 38.8118%;']"
Elevage 2002,"₩360,000",4.4,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Hercules 2018,"₩130,000",4.4,"['width: 15%; left: 77.5189%;', 'width: 15%; left: 46.0826%;', 'width: 15%; left: 31.1958%;', 'width: 15%; left: 44.6842%;']"
En Chamberlin Vineyard Syrah 2010,"₩380,000",4.4,"['width: 15%; left: 66.9627%;', 'width: 15%; left: 56.3738%;', 'width: 15%; left: 10.7159%;', 'width: 15%; left: 54.7746%;']"
Chateau Buena Vista Cabernet Sauvignon Napa Valley 2012,"₩150,000",4.4,"['width: 15%; left: 84.8858%;', 'width: 15%; left: 48.3958%;', 'width: 15%; left: 9.6777%;', 'width: 15%; left: 49.7521%;']"
Rector Creek Vineyard 2019,"₩115,858",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 56.1381%;', 'width: 15%; left: 0px;', 'width: 15%; left: 64.5698%;']"
GR Reserve Shiraz 2005,"₩213,954",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 41.6786%;', 'width: 15%; left: 20.3599%;', 'width: 15%; left: 38.8118%;']"
Malbec 2006,"₩107,407",4.4,"['width: 15%; left: 69.6259%;', 'width: 15%; left: 43.6209%;', 'width: 15%; left: 22.1817%;', 'width: 15%; left: 33.0175%;']"
En Chamberlin Vineyard Syrah 2009,"₩380,000",4.4,"['width: 15%; left: 66.9627%;', 'width: 15%; left: 56.3738%;', 'width: 15%; left: 10.7159%;', 'width: 15%; left: 54.7746%;']"
Unánime Gran Vino Tinto 2005,"₩120,000",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 55.6028%;', 'width: 15%; left: 6.05532%;', 'width: 15%; left: 64.558%;']"
LeChar Pinot Noir 2010,"₩56,498",4.4,"['width: 15%; left: 39.8537%;', 'width: 15%; left: 32.4624%;', 'width: 15%; left: 0px;', 'width: 15%; left: 66.9126%;']"
Alfa Spiga Ribera del Duero 2003,"₩107,407",4.4,"['width: 15%; left: 68.3381%;', 'width: 15%; left: 59.1347%;', 'width: 15%; left: 11.2991%;', 'width: 15%; left: 65.9226%;']"
Cabernet Sauvignon 2010,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Badia a Passignano Gran Selezione Chianti Classico 2016,"₩140,000",4.3,"['width: 15%; left: 49.9707%;', 'width: 15%; left: 55.7618%;', 'width: 15%; left: 8.56452%;', 'width: 15%; left: 62.3825%;']"
Memorias 2014,"₩91,511",4.3,[]
Cabernet Sauvignon 2016,"₩200,000",4.3,"['width: 15%; left: 84.974%;', 'width: 15%; left: 51.0283%;', 'width: 15%; left: 6.96718%;', 'width: 15%; left: 53.0525%;']"
Cabernet Sauvignon 2018,"₩200,000",4.3,"['width: 15%; left: 84.974%;', 'width: 15%; left: 51.0283%;', 'width: 15%; left: 6.96718%;', 'width: 15%; left: 53.0525%;']"
Malbec 2015,"₩72,177",4.3,"['width: 15%; left: 63.7896%;', 'width: 15%; left: 35.047%;', 'width: 15%; left: 21.2268%;', 'width: 15%; left: 35.419%;']"
Chateau Buena Vista Cabernet Sauvignon Napa Valley 2015,"₩150,000",4.3,"['width: 15%; left: 84.8858%;', 'width: 15%; left: 48.3958%;', 'width: 15%; left: 9.6777%;', 'width: 15%; left: 49.7521%;']"
Alicante Bouschet - Cabernet Sauvignon 2013,"₩107,407",4.3,"['width: 15%; left: 72.5506%;', 'width: 15%; left: 48.8973%;', 'width: 15%; left: 3.57966%;', 'width: 15%; left: 43.7533%;']"
Cabernet Sauvignon 2009,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Cabernet Sauvignon 2014,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Capo di Stato 2013,"₩160,000",4.3,"['width: 15%; left: 65.4287%;', 'width: 15%; left: 44.1561%;', 'width: 15%; left: 16.5629%;', 'width: 15%; left: 32.7744%;']"
Cabernet Sauvignon 2011,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Brunello di Montalcino 2010,"₩131,036",4.3,"['width: 15%; left: 47.159%;', 'width: 15%; left: 56.8164%;', 'width: 15%; left: 7.02805%;', 'width: 15%; left: 64.551%;']"
Brunello di Montalcino 2011,"₩135,332",4.3,"['width: 15%; left: 47.8113%;', 'width: 15%; left: 58.0754%;', 'width: 15%; left: 6.2855%;', 'width: 15%; left: 65.6187%;']"
Russian River Valley Pinot Noir 2016,"₩120,000",4.3,"['width: 15%; left: 45.1513%;', 'width: 15%; left: 19.3452%;', 'width: 15%; left: 10.7269%;', 'width: 15%; left: 52.9051%;']"
Cabernet Sauvignon 2016,"₩200,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.2154%;', 'width: 15%; left: 11.0657%;', 'width: 15%; left: 50.7678%;']"
Gigglepot Cabernet Sauvignon 2016,"₩107,407",4.3,"['width: 15%; left: 70.6876%;', 'width: 15%; left: 55.0914%;', 'width: 15%; left: 12.5258%;', 'width: 15%; left: 53.0407%;']"
Cabernet Sauvignon 2015,"₩200,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.2154%;', 'width: 15%; left: 11.0657%;', 'width: 15%; left: 50.7678%;']"
Cabernet Sauvignon 2017,"₩200,000",4.3,"['width: 15%; left: 84.974%;', 'width: 15%; left: 51.0283%;', 'width: 15%; left: 6.96718%;', 'width: 15%; left: 53.0525%;']"
Mendoza 2005,"₩150,369",4.3,"['width: 15%; left: 82.2294%;', 'width: 15%; left: 56.7611%;', 'width: 15%; left: 10.889%;', 'width: 15%; left: 61.8051%;']"
Principal Reserva Bairrada 2010,"₩78,192",4.3,[]
O.P.C Proprietary Red 2012,"₩200,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 51.1319%;', 'width: 15%; left: 7.4185%;', 'width: 15%; left: 63.4857%;']"
Cabernet Sauvignon 2017,"₩200,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.2154%;', 'width: 15%; left: 11.0657%;', 'width: 15%; left: 50.7678%;']"
Cabernet Sauvignon 2014,"₩200,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.2154%;', 'width: 15%; left: 11.0657%;', 'width: 15%; left: 50.7678%;']"
Cabernet Sauvignon 2007,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Montepulciano d'Abruzzo 2006,"₩150,369",4.3,"['width: 15%; left: 49.0931%;', 'width: 15%; left: 47.1153%;', 'width: 15%; left: 9.99608%;', 'width: 15%; left: 64.7927%;']"
Bosché Vineyard Cabernet Sauvignon 2012,"₩400,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 53.9251%;', 'width: 15%; left: 5.42599%;', 'width: 15%; left: 52.7093%;']"
Cabernet Sauvignon 2005,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Payen 2011,"₩110,844",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 46.7511%;', 'width: 15%; left: 15.0503%;', 'width: 15%; left: 28.5404%;']"
Supremo 2008,"₩115,140",4.3,[]
Brunello di Montalcino 2001,"₩90,222",4.3,"['width: 15%; left: 46.7219%;', 'width: 15%; left: 56.6998%;', 'width: 15%; left: 5.22351%;', 'width: 15%; left: 62.9729%;']"
Corte di Cama Sforzato di Valtellina 2014,"₩135,332",4.3,"['width: 15%; left: 66.9749%;', 'width: 15%; left: 73.3706%;', 'width: 15%; left: 16.6653%;', 'width: 15%; left: 80.3582%;']"
Baronesa P. 2018,"₩105,259",4.3,[]
Castillo Ygay Gran Reserva Especial Tinto 1995,"₩124,592",4.3,"['width: 15%; left: 64.2301%;', 'width: 15%; left: 61.3066%;', 'width: 15%; left: 11.9479%;', 'width: 15%; left: 61.573%;']"
Bosché Vineyard Cabernet Sauvignon 2010,"₩400,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 53.9251%;', 'width: 15%; left: 5.42599%;', 'width: 15%; left: 52.7093%;']"
Cielo d'Ulisse Brunello di Montalcino 2015,"₩200,000",4.3,"['width: 15%; left: 45.2353%;', 'width: 15%; left: 59.8929%;', 'width: 15%; left: 4.57279%;', 'width: 15%; left: 64.922%;']"
Manyetes 2014,"₩390,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 51.6355%;', 'width: 15%; left: 19.3077%;', 'width: 15%; left: 54.5343%;']"
Evenstad Reserve Pinot Noir 2006,"₩137,051",4.3,"['width: 15%; left: 25.8573%;', 'width: 15%; left: 21.1681%;', 'width: 15%; left: 5.31919%;', 'width: 15%; left: 63.8327%;']"
Rioja Gran Reserva 2013,"₩400,000",4.3,"['width: 15%; left: 62.7489%;', 'width: 15%; left: 54.8397%;', 'width: 15%; left: 8.86939%;', 'width: 15%; left: 60.7391%;']"
Elevage 2006,"₩360,000",4.3,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Elevage 2010,"₩360,000",4.3,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Reserve Cabernet Sauvignon 2012,"₩300,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 52.6514%;', 'width: 15%; left: 12.4767%;', 'width: 15%; left: 50.5191%;']"
Chateau de Chassagne-Montrachet Rouge 2015,"₩120,000",4.3,"['width: 15%; left: 33.6632%;', 'width: 15%; left: 25.7002%;', 'width: 15%; left: 2.36635%;', 'width: 15%; left: 61.85%;']"
Land's Edge Vineyard Pinot Noir 2015,"₩240,000",4.3,"['width: 15%; left: 45.7917%;', 'width: 15%; left: 18.6584%;', 'width: 15%; left: 10.4417%;', 'width: 15%; left: 52.0183%;']"
Primus Malbec (Primum) 2003,"₩30,933",4.3,"['width: 15%; left: 67.2104%;', 'width: 15%; left: 38.1559%;', 'width: 15%; left: 22.5526%;', 'width: 15%; left: 35.7223%;']"
Ironclad 2013,"₩89,255",4.3,"['width: 15%; left: 68.6432%;', 'width: 15%; left: 57.4215%;', 'width: 15%; left: 7.06888%;', 'width: 15%; left: 62.2746%;']"
Elevage 2011,"₩360,000",4.3,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Elevage 2015,"₩360,000",4.3,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Manyetes 2003,"₩390,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 51.6355%;', 'width: 15%; left: 19.3077%;', 'width: 15%; left: 54.5343%;']"
Château Corton Grancey Grand Cru 2014,"₩450,000",4.3,"['width: 15%; left: 35.1283%;', 'width: 15%; left: 24.6136%;', 'width: 15%; left: 8.22892%;', 'width: 15%; left: 63.4418%;']"
Reserve Cabernet Sauvignon 2017,"₩300,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 52.6514%;', 'width: 15%; left: 12.4767%;', 'width: 15%; left: 50.5191%;']"
Saint-Émilion Grand Cru 2015,"₩400,000",4.3,"['width: 15%; left: 75.1236%;', 'width: 15%; left: 59.3636%;', 'width: 15%; left: 10.5138%;', 'width: 15%; left: 53.9113%;']"
Cabernet Sauvignon 2001,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Baron Edmond 2002,"₩88,074",4.3,"['width: 15%; left: 64.5034%;', 'width: 15%; left: 50.6498%;', 'width: 15%; left: 5.93947%;', 'width: 15%; left: 61.3629%;']"
Rioja Gran Reserva 2005,"₩400,000",4.3,"['width: 15%; left: 62.7489%;', 'width: 15%; left: 54.8397%;', 'width: 15%; left: 8.86939%;', 'width: 15%; left: 60.7391%;']"
Pinot Noir 2012,"₩155,525",4.3,"['width: 15%; left: 60.5535%;', 'width: 15%; left: 59.8732%;', 'width: 15%; left: 10.6911%;', 'width: 15%; left: 63.1755%;']"
Eileen Hardy Shiraz 2008,"₩250,000",4.3,"['width: 15%; left: 84.414%;', 'width: 15%; left: 45.9543%;', 'width: 15%; left: 18.2098%;', 'width: 15%; left: 41.7047%;']"
Eileen Hardy Shiraz 2005,"₩250,000",4.3,"['width: 15%; left: 84.414%;', 'width: 15%; left: 45.9543%;', 'width: 15%; left: 18.2098%;', 'width: 15%; left: 41.7047%;']"
Larose Red Blend 2015,"₩376,701",4.3,"['width: 15%; left: 66.7221%;', 'width: 15%; left: 58.5902%;', 'width: 15%; left: 7.71501%;', 'width: 15%; left: 62.9565%;']"
Larose Red Blend 2012,"₩409,458",4.3,"['width: 15%; left: 66.7221%;', 'width: 15%; left: 58.5902%;', 'width: 15%; left: 7.71501%;', 'width: 15%; left: 62.9565%;']"
Old Vine Shiraz 2004,"₩94,518",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 48.8064%;', 'width: 15%; left: 25.1115%;', 'width: 15%; left: 44.233%;']"
Alte Reben Spätburgunder 2003,"₩81,629",4.3,"['width: 15%; left: 5.97889%;', 'width: 15%; left: 24.8531%;', 'width: 15%; left: 9.22936%;', 'width: 15%; left: 76.416%;']"
Homage Syrah 2015,"₩134,297",4.3,"['width: 15%; left: 62.8945%;', 'width: 15%; left: 58.7351%;', 'width: 15%; left: 7.7016%;', 'width: 15%; left: 55.9837%;']"
Ironheart Shiraz 2013,"₩300,000",4.3,"['width: 15%; left: 84.7161%;', 'width: 15%; left: 46.5777%;', 'width: 15%; left: 22.5989%;', 'width: 15%; left: 43.4415%;']"
Château Prieuré La Marzelle Saint-Émilion Grand Cru 2006,"₩81,629",4.3,"['width: 15%; left: 75.5787%;', 'width: 15%; left: 51.9228%;', 'width: 15%; left: 7.13563%;', 'width: 15%; left: 50.8934%;']"
Cabernet Sauvignon (Batch No. 1 & 3) 2013,"₩100,000",4.3,"['width: 15%; left: 76.1701%;', 'width: 15%; left: 49.3686%;', 'width: 15%; left: 15.6841%;', 'width: 15%; left: 47.9672%;']"
Larose Red Blend 2018,"₩368,511",4.3,"['width: 15%; left: 66.7221%;', 'width: 15%; left: 58.5902%;', 'width: 15%; left: 7.71501%;', 'width: 15%; left: 62.9565%;']"
Merlot Unfiltered 2002,"₩103,110",4.3,"['width: 15%; left: 65.5655%;', 'width: 15%; left: 21.3955%;', 'width: 15%; left: 21.7751%;', 'width: 15%; left: 10.6182%;']"
Graveyard Vineyard Shiraz 2004,"₩111,703",4.3,"['width: 15%; left: 81.1056%;', 'width: 15%; left: 43.5759%;', 'width: 15%; left: 17.866%;', 'width: 15%; left: 42.9562%;']"
Cabernet Sauvignon 2013,"₩280,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 58.9159%;', 'width: 15%; left: 5.84461%;', 'width: 15%; left: 56.1837%;']"
Spring Mountain Cabernet Sauvignon 2015,"₩500,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 55.7497%;', 'width: 15%; left: 3.97318%;', 'width: 15%; left: 55.6561%;']"
Cabernet Sauvignon 2000,"₩360,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Pinot Noir 2020,"₩41,757",4.3,"['width: 15%; left: 24.5862%;', 'width: 15%; left: 20.3119%;', 'width: 15%; left: 5.32982%;', 'width: 15%; left: 59.3025%;']"
Vieilles Vignes Châteauneuf-du-Pape 2005,"₩55,851",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 42.0472%;', 'width: 15%; left: 13.6454%;', 'width: 15%; left: 44.9413%;']"
Liguai 2005,"₩51,555",4.3,"['width: 15%; left: 78.4202%;', 'width: 15%; left: 54.7074%;', 'width: 15%; left: 17.0525%;', 'width: 15%; left: 42.7811%;']"
Mas Vilella 2003,"₩51,555",4.3,"['width: 15%; left: 74.6739%;', 'width: 15%; left: 56.3732%;', 'width: 15%; left: 3.53623%;', 'width: 15%; left: 41.0072%;']"
Unánime Malbec 2011,"₩120,000",4.3,"['width: 15%; left: 66.7408%;', 'width: 15%; left: 26.8314%;', 'width: 15%; left: 17.2023%;', 'width: 15%; left: 35.6694%;']"
Director's Cut Shiraz 2005,"₩58,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 45.8218%;', 'width: 15%; left: 21.4986%;', 'width: 15%; left: 42.1478%;']"
Elevage 2017,"₩360,000",4.3,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Bin No 0 Shiraz 2008,"₩141,777",4.3,"['width: 15%; left: 81.7574%;', 'width: 15%; left: 43.7212%;', 'width: 15%; left: 17.1263%;', 'width: 15%; left: 42.3327%;']"
Old Vine Grenache 2007,"₩137,481",4.3,[]
Bosché Vineyard Cabernet Sauvignon 2008,"₩400,000",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 53.9251%;', 'width: 15%; left: 5.42599%;', 'width: 15%; left: 52.7093%;']"
Alexis Cabernet Sauvignon 2003,"₩171,851",4.3,"['width: 15%; left: 85%;', 'width: 15%; left: 49.8481%;', 'width: 15%; left: 5.57777%;', 'width: 15%; left: 52.5566%;']"
Viña Lanciano Reserva 1998,"₩83,133",4.3,"['width: 15%; left: 63.6598%;', 'width: 15%; left: 60.531%;', 'width: 15%; left: 13.2089%;', 'width: 15%; left: 60.2695%;']"
Villa Antinori Chianti Classico Riserva 2001,"₩60,000",4.3,"['width: 15%; left: 48.7991%;', 'width: 15%; left: 55.8277%;', 'width: 15%; left: 5.77397%;', 'width: 15%; left: 62.7586%;']"
Larose Red Blend 2020,"₩286,618",4.3,"['width: 15%; left: 66.7221%;', 'width: 15%; left: 58.5902%;', 'width: 15%; left: 7.71501%;', 'width: 15%; left: 62.9565%;']"
Velvet 2020,"₩119,556",4.3,[]
Cielo d'Ulisse Brunello di Montalcino 2011,"₩200,000",4.3,"['width: 15%; left: 45.2353%;', 'width: 15%; left: 59.8929%;', 'width: 15%; left: 4.57279%;', 'width: 15%; left: 64.922%;']"
Quelen Special Selection 2005,"₩68,740",4.3,"['width: 15%; left: 80.1098%;', 'width: 15%; left: 52.3116%;', 'width: 15%; left: 17.0499%;', 'width: 15%; left: 41.7875%;']"
1 Uno Primitivo di Manduria 2018,"₩100,000",4.2,"['width: 15%; left: 66.9438%;', 'width: 15%; left: 23.125%;', 'width: 15%; left: 42.4791%;', 'width: 15%; left: 15.1371%;']"
Cabernet Sauvignon 2016,"₩82,488",4.2,"['width: 15%; left: 85%;', 'width: 15%; left: 52.1348%;', 'width: 15%; left: 8.63031%;', 'width: 15%; left: 52.5197%;']"
Tenuta Valleselle Ripa Magna Corvina 2018,"₩150,000",4.2,"['width: 15%; left: 64.1724%;', 'width: 15%; left: 40.2652%;', 'width: 15%; left: 20.0127%;', 'width: 15%; left: 29.1682%;']"
Brunello di Montalcino 2011,"₩90,222",4.2,"['width: 15%; left: 47.9593%;', 'width: 15%; left: 55.5421%;', 'width: 15%; left: 6.74292%;', 'width: 15%; left: 63.781%;']"
Petite Sirah 2015,"₩98,814",4.2,"['width: 15%; left: 79.1252%;', 'width: 15%; left: 75.627%;', 'width: 15%; left: 7.12195%;', 'width: 15%; left: 54.3677%;']"
Unánime Gran Vino Tinto 2016,"₩120,000",4.2,"['width: 15%; left: 85%;', 'width: 15%; left: 55.6028%;', 'width: 15%; left: 6.05532%;', 'width: 15%; left: 64.558%;']"
Cabernet Sauvignon 2014,"₩200,000",4.2,"['width: 15%; left: 84.974%;', 'width: 15%; left: 51.0283%;', 'width: 15%; left: 6.96718%;', 'width: 15%; left: 53.0525%;']"
La Petite Grace Pinot Noir 2015,"₩80,000",4.2,"['width: 15%; left: 47.9645%;', 'width: 15%; left: 18.6155%;', 'width: 15%; left: 11.1702%;', 'width: 15%; left: 52.1597%;']"
La Petite Grace Pinot Noir 2014,"₩80,000",4.2,"['width: 15%; left: 47.9645%;', 'width: 15%; left: 18.6155%;', 'width: 15%; left: 11.1702%;', 'width: 15%; left: 52.1597%;']"
1 Uno Primitivo di Manduria 2017,"₩100,000",4.2,"['width: 15%; left: 66.9438%;', 'width: 15%; left: 23.125%;', 'width: 15%; left: 42.4791%;', 'width: 15%; left: 15.1371%;']"
Cabernet Sauvignon 2015,"₩200,000",4.2,"['width: 15%; left: 84.974%;', 'width: 15%; left: 51.0283%;', 'width: 15%; left: 6.96718%;', 'width: 15%; left: 53.0525%;']"
Proprietary Red 2017,"₩156,672",4.2,"['width: 15%; left: 85%;', 'width: 15%; left: 50.8381%;', 'width: 15%; left: 8.07094%;', 'width: 15%; left: 61.8649%;']"
1 Uno Primitivo di Manduria 2016,"₩100,000",4.2,"['width: 15%; left: 66.9438%;', 'width: 15%; left: 23.125%;', 'width: 15%; left: 42.4791%;', 'width: 15%; left: 15.1371%;']"
Chateau Buena Vista Cabernet Sauvignon Napa Valley 2013,"₩150,000",4.2,"['width: 15%; left: 84.8858%;', 'width: 15%; left: 48.3958%;', 'width: 15%; left: 9.6777%;', 'width: 15%; left: 49.7521%;']"
Rioja Gran Reserva 2009,"₩400,000",4.2,"['width: 15%; left: 62.7489%;', 'width: 15%; left: 54.8397%;', 'width: 15%; left: 8.86939%;', 'width: 15%; left: 60.7391%;']"
La Petite Grace Pinot Noir 2013,"₩80,000",4.2,"['width: 15%; left: 47.9645%;', 'width: 15%; left: 18.6155%;', 'width: 15%; left: 11.1702%;', 'width: 15%; left: 52.1597%;']"
Brunello di Montalcino 2002,"₩122,444",4.2,"['width: 15%; left: 47.4717%;', 'width: 15%; left: 54.6976%;', 'width: 15%; left: 4.2898%;', 'width: 15%; left: 62.6843%;']"
Laborde Double Select Syrah 2017,"₩49,407",4.2,"['width: 15%; left: 76.9158%;', 'width: 15%; left: 59.725%;', 'width: 15%; left: 12.5034%;', 'width: 15%; left: 44.4058%;']"
Tinto De La Casa Malbec 2018,"₩70,000",4.2,"['width: 15%; left: 61.2299%;', 'width: 15%; left: 37.1556%;', 'width: 15%; left: 24.5671%;', 'width: 15%; left: 42.8731%;']"
Cielo d'Ulisse Brunello di Montalcino 2013,"₩200,000",4.2,"['width: 15%; left: 45.2353%;', 'width: 15%; left: 59.8929%;', 'width: 15%; left: 4.57279%;', 'width: 15%; left: 64.922%;']"
Barolo Bussia 2006,"₩240,000",4.2,"['width: 15%; left: 61.1581%;', 'width: 15%; left: 72.7635%;', 'width: 15%; left: 7.60791%;', 'width: 15%; left: 80.6717%;']"
O.P.C Proprietary Red 2011,"₩200,000",4.2,"['width: 15%; left: 85%;', 'width: 15%; left: 51.1319%;', 'width: 15%; left: 7.4185%;', 'width: 15%; left: 63.4857%;']"
The Party Malbec 2018,"₩50,000",4.2,"['width: 15%; left: 57.3473%;', 'width: 15%; left: 29.7752%;', 'width: 15%; left: 23.1312%;', 'width: 15%; left: 43.0996%;']"
Barolo Bussia 2007,"₩240,000",4.2,"['width: 15%; left: 61.1581%;', 'width: 15%; left: 72.7635%;', 'width: 15%; left: 7.60791%;', 'width: 15%; left: 80.6717%;']"
Amore e Follia 2010,"₩100,000",4.2,"['width: 15%; left: 50.8071%;', 'width: 15%; left: 43.67%;', 'width: 15%; left: 10.1012%;', 'width: 15%; left: 46.9873%;']"
Land's Edge Vineyard Pinot Noir 2012,"₩240,000",4.2,"['width: 15%; left: 45.7917%;', 'width: 15%; left: 18.6584%;', 'width: 15%; left: 10.4417%;', 'width: 15%; left: 52.0183%;']"
O.P.C Proprietary Red 2013,"₩200,000",4.2,"['width: 15%; left: 85%;', 'width: 15%; left: 51.1319%;', 'width: 15%; left: 7.4185%;', 'width: 15%; left: 63.4857%;']"
Elevage 2013,"₩360,000",4.2,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
